Id,PostId,Score,Text,CreationDate,UserDisplayName,UserId
"83064157","48039375","0","By no means is the following true: `W3schools.com which is made by an organization that manage the Internet.`","2018-01-01 00:07:02","","2548153"
"83064159","48045159","0","@BrandonMiller Avoid using EventTrigger if possible. It is slow when responding to touch events.","2018-01-01 00:07:24","","3785314"
"83064161","48046395","0","You shouldn't be using `.then` and `.catch` inside an async function, it kinda defeats the purpose.","2018-01-01 00:07:30","","423491"
"83064166","46549245","0","If you want managed JanusGraph you can use IBM Compose: https://compose.com/databases/janusgraph (disclaimer: I haven't tried it, so this isn't a recommendation).","2018-01-01 00:09:07","","501126"
"83064167","48046398","0","@OriDrori, happy new year!","2018-01-01 00:09:07","","1447675"
"83064168","48046290","0","oh, so basically its just the same property's name but are they doing the same thing ? because now i can change the width to 100% it works but not height , why ? i thought that they depend on the parent's size","2018-01-01 00:09:08","user8011247",""
"83064169","48046399","0","1)check that the query is actually return data. 2) check the conversion between the query result and List in your method.","2018-01-01 00:09:11","","5233410"
"83064171","48046380","0","Thank you for the response and explanation. That makes sense now I see it. Tried it there on my Mongo Collection and it worked fine.","2018-01-01 00:09:16","","6326480"
"83064172","7575138","0","Strings as case labels?","2018-01-01 00:09:23","","282848"
"83064173","48046368","0","good explanation about the keys() part but without defaultdict/Counter it'll still be slow.","2018-01-01 00:09:34","","6451573"
"83064176","26806504","0","FYI, the [Joda-Time](http://www.joda.org/joda-time/) project is now in [maintenance mode](https://en.wikipedia.org/wiki/Maintenance_mode), with the team advising migration to the [java.time](http://docs.oracle.com/javase/9/docs/api/java/time/package-summary.html) classes. See [Tutorial by Oracle](https://docs.oracle.com/javase/tutorial/datetime/TOC.html).","2018-01-01 00:09:51","","642706"
"83064177","48046398","1","@NinaScholz - happy new year :)","2018-01-01 00:09:53","","5157454"
"83064178","42651076","0","will throw an error or fallback to port 5000, what now?","2018-01-01 00:10:04","","401643"
"83064179","48045179","0","I'm not sure whether this is part of the reason, but OpenGL by default assumes right-handed world coordinates, but as soon as multiplying by the projection matrix the coordinates become left-handed (x is right, z into the screen, and y is up). Having Y going down makes the coordinates right-handed again.","2018-01-01 00:10:08","","4696802"
"83064180","48045799","0","`fetchall()[0][0]` or use `fetchone` to get only one row - `fetchone()[0]` - but it shows that you have to get database's tutorial and learn basis.","2018-01-01 00:10:12","","1832058"
"83064181","48041017","0","@MattFletcher I did but it's still the same","2018-01-01 00:10:17","","4117590"
"83064182","48045123","1","Are you trying to only use .back() specifically? why not just navigate to the screen directly this.props.navigation.navigate('HomeScreen')? Then if you changed state (from user adding a new list item) the component will have already rerendered.","2018-01-01 00:10:29","","9105626"
"83064183","48046273","0","I really have 3999 elements in my list","2018-01-01 00:10:34","","9159400"
"83064184","48045439","0","@KeithThompson Ah, right. That's an excellent advice. I can't remember how to convince `cabal` to pass on that flag, but it should be doable.","2018-01-01 00:10:52","","3234959"
"83064186","48046269","1","@Duncan, Leo: A Happy New Year to you and everyone!","2018-01-01 00:11:06","","1187415"
"83064190","14820992","0","Could there be multiple reasons for `WARNING: Error exit, tauk2. IFAULT =  12`? I was getting this message and found it was small sample sizes ([based on this post from A.I. McLeod](http://r.789695.n4.nabble.com/Bug-in-Kendall-for-n-4-tp872310p872313.html), although for `Kendall` and not `MannKendall`).","2018-01-01 00:11:45","","2101132"
"83064191","48046410","0","Upvoting your answer, but I'm avoiding localstorage for now.  If this is my only route, I'll accept.  Reason being that I am a state nazi, and dealing with localstorage is keeping a state elsewhere.

I'm confused why $(window).off doesn't seem to be working. or if thats a limitation of .off() itself.","2018-01-01 00:11:49","","5225334"
"83064192","48046290","0","yes it depends on parent what i was talking about is why you can not use min-height as an attribute of the image tag,","2018-01-01 00:11:53","","3731614"
"83064195","48045785","0","Thank you very much. Your link was especially helpful, I think my c++ knowledge is more complete now. I didn't accept your answer only because the other user probably needs the rep more than you :).
Can you please elaborate a bit on value/identity semantics?","2018-01-01 00:12:07","","5959819"
"83064197","48046023","1","""the last record added"" Be careful, the last record added to the dataset is not necessarily the one at the end of your `.Next` loop; whether it is or not depends on whether the dataset is ordered by insert order.","2018-01-01 00:12:36","","2663863"
"83064198","48046178","0","Is it just the strings that need fixing or is it absolutely necessary that you don't quote numbers?","2018-01-01 00:12:44","","3905079"
"83064200","48046345","0","But you're right about it not being much different than the question I asked yesterday, I'm not sure why this one doesn't work, maybe it's that `totalCount` property?","2018-01-01 00:12:48","","295302"
"83064201","48046362","0","I don't think those are `warnings` at least as R defines that term. You should probably be looking for advice about ""messages"". The `?message` page says`The default handler sends the message to the stderr() connection.`  And the `?stderr` page says `The stdout() and stderr() connections can be re-directed by sink...`. However, The ?sink page warns: `Do not sink the messages stream unless you understand the source code implementing it and hence the pitfalls.`","2018-01-01 00:12:53","","1855677"
"83064203","48045945","0","@charlietfl I did it. Check my question for the exact code.","2018-01-01 00:13:01","","4490562"
"83064205","48046218","0","yup you are right, I meant i, but no use","2018-01-01 00:13:16","","3791927"
"83064206","47958214","0","What if you have numbers with commas, but you don't know how large the numbers are? How should the width be adjusted then?","2018-01-01 00:13:20","","4893449"
"83064207","48044475","0","Ah, ok... thanks for the links, I didn't find them before posting the question, but especially the first one already answers my question.","2018-01-01 00:13:29","","6148311"
"83064209","48038560","0","That would actually be more difficult to manage and maintain, especially across different platforms","2018-01-01 00:13:30","","992484"
"83064210","48046212","0","http://idownvotedbecau.se/noresearch/, i.e. **reading the [documentation](https://docs.oracle.com/javase/9/docs/api/java/util/Arrays.html#binarySearch-int:A-int-)**.","2018-01-01 00:13:36","","5221149"
"83064212","48046345","0","It is exactly because of `totalCount`. Introducing that threw a wrench into the strongly typed design. If you ignore/remove that property from your model the rest should populate. Assuming the count is not paged, you can get the count from the resulting dictionary.","2018-01-01 00:13:47","","5233410"
"83064213","48046185","0","Scatter plot in 2D, needs two measurements. Thats why `plt.scatter` needs two vector/data inputs. The `color='red'` is to color the points red. This may be useful : https://www.google.co.id/url?sa=t&source=web&rct=j&url=https://en.m.wikiversity.org/wiki/Scatterplot&ved=0ahUKEwidgrv0t7XYAhUFNI8KHWr0BgcQFggkMAA&usg=AOvVaw2QUuEZsDsDOir7wP4RUDNU","2018-01-01 00:13:51","","7986928"
"83064214","48039141","0","If you enter a new question asking something like “What is an efficient way to iterate with known parity” and explaining the problem in more detail, you may attract more relevant answers. Here is one possibility: `for (unsigned i = 0; i < Limit; i += 2) { unsigned i0 = i ^ i>>1; unsigned i1 = i0 ^ 1; DoEvenParityStuff(i0); DoOddParityStuff(i1); }`. That requires that Limit be a power of two. If it is not, modifications can be made.","2018-01-01 00:13:51","","298225"
"83064215","48046399","0","3) Check if the property you expose the OC in also supports Change Notification. See my answer here for details: https://stackoverflow.com/a/47984688/3346583","2018-01-01 00:14:01","","3346583"
"83064216","48046395","0","but i was expecting like this test1 - test2 - here asyncFunc","2018-01-01 00:14:01","","5305826"
"83064217","48043958","0","Even after 6 hrs ... nothing happens in the simulator...","2018-01-01 00:14:02","","5539513"
"83064219","48046410","1","@simon if the user presses escape, then reloads the page. and then presses escape again, should the event fire the second time, or no?","2018-01-01 00:14:13","","1376624"
"83064220","48046384","0","Not sure how to structure the shared UITableViewDataSource methods. I can't put them in the protocol definition because i get an error no function bodies are allowed.","2018-01-01 00:14:25","","3646585"
"83064221","48045410","0","I don't think that will help me as the devices on which I made the special build variant can download an update from the store when I release a version later on and only then open the app, that new version update will no longer have the build variant I require because it will be overridden by the update version which means I lost track of the device, am I correct?","2018-01-01 00:14:25","","2513631"
"83064223","48046418","2","No, as long as the content of the method still relates to *feeding an animal*...","2018-01-01 00:14:34","","7023245"
"83064225","48046363","0","Maybe set itself has the same performance rate!","2018-01-01 00:14:41","","29125"
"83064228","5582308","0","While concise, this does not handle the case where the string only has one space - the result array will contain an extra empty string.","2018-01-01 00:15:17","","1537403"
"83064229","48044475","0","@mrspl if https://stackoverflow.com/q/43370054/155423 answers your question, then I can mark this question as a duplicate of that one, but you'll have to unaccept the answer before I can delete it.","2018-01-01 00:15:28","","155423"
"83064230","48046428","1","You might consider taking out the `//this line doesn't seem to work` bit as it makes your answer rather confusing","2018-01-01 00:15:58","","1376624"
"83064231","48043783","0","@GAD3R I managed to get it working. ncurses wasn't the issue, I didn't configure it to build the shared libraries nor do I have the ncurses library directory on `LDPATH`.","2018-01-01 00:16:21","","8263407"
"83064232","48046385","0","Is that actually faster than the OP's (after fixing their `.keys()` mistake, of course). Can you share your benchmark results?","2018-01-01 00:16:31","","1672429"
"83064233","48046368","0","@Jean-FrançoisFabre A `defaultdict` will be faster, but the biggest problem in the code was that it was using `keys()`, especially if OP was using Python 2.  Using a `defaultdict` might at best triple the speed by avoiding redundant key checks, but it does have the advantage that it eliminates the possibility of calling `keys()` by mistake.","2018-01-01 00:16:31","","5460719"
"83064235","48046148","1","the verify part was a test to make sure the container is working. that is not where the issue was. I was trying to list the blobs","2018-01-01 00:16:57","","991609"
"83064236","48045785","0","@Konstantinoscs Well, value semantic is like an integer: you can copy it around, and equality is determined based on the value of the integer. Polymorphic classes in particular may not have value semantics; when you hold something by base pointer you may not be able to copy it, and often they're large and complex so simple value based equality comparison is not easy either. So you may elect to make such class uncopyable, and only give them equality via identity (if they are the exact same object). It's a big topic, probably want to google :-).","2018-01-01 00:17:16","","1908347"
"83064237","48046425","0","TS complains `ERROR in src/app/components/dashboard/propel-factor/propel-factor.component.ts(24,55): error TS2339: Property 'getContext' does not exist on type 'HTMLElement'.`","2018-01-01 00:17:24","","7195998"
"83064239","48041728","0","Add __str__ to `RoleModel`. I have edited my answer.","2018-01-01 00:17:40","","8827624"
"83064240","48046407","0","I was looking for this but I couldn't seem to find it. It looks like it was moved to a different package. +1","2018-01-01 00:17:57","","5647260"
"83064241","48046196","0","I want to prevent reloading and streamline what is getting posted, I just thought It would be easier with js","2018-01-01 00:18:01","","8762068"
"83064243","48046034","0","Right; pass in your outcome column, and it will return a list of row indices, e.g. `caret::createTimeSlices(mtcars$mpg, 25, 7)`. Subset with those to make training and test sets.","2018-01-01 00:18:10","","4497050"
"83064244","48046368","0","@Jean-FrançoisFabre Please show your benchmark supporting that statement.","2018-01-01 00:18:17","","1672429"
"83064247","48046423","0","could you please post the code you are using to access them?","2018-01-01 00:18:35","","136258"
"83064248","48046034","0","I need ALL columns in data frame","2018-01-01 00:18:40","","7331417"
"83064249","48046034","0","Thus the subsetting; it returns indices, not data frames. You could equally well pass in `seq(nrow(mtcars))`, as it's only used to determine length.","2018-01-01 00:18:54","","4497050"
"83064250","48046428","0","answer for this works. just refresh the jsFiddle if you've updated it to the same code.","2018-01-01 00:18:57","","953755"
"83064251","48046434","0","@Dylin, thanks, how about using an empty method. Means that override parent class and let it empty?","2018-01-01 00:19:00","user9159218",""
"83064253","43966035","0","@IstiaqueAhmed Sure. It is called a list comprehension. Check this link: https://docs.python.org/3/tutorial/datastructures.html#list-comprehensions . Does that answer your question?","2018-01-01 00:20:09","","1781434"
"83064256","33519213","0","FYI, the troublesome old date-time classes such as [`java.util.Date`](https://docs.oracle.com/javase/9/docs/api/java/util/Date.html), [`java.util.Calendar`](https://docs.oracle.com/javase/9/docs/api/java/util/Calendar.html), and `java.text.SimpleDateFormat` are now [legacy](https://en.wikipedia.org/wiki/Legacy_system), supplanted by the [java.time](https://docs.oracle.com/javase/9/docs/api/java/time/package-summary.html) classes built into Java 8 & Java 9. See [Tutorial by Oracle](https://docs.oracle.com/javase/tutorial/datetime/TOC.html).","2018-01-01 00:20:40","","642706"
"83064257","48046425","0","check out the documentation on how to use chart.js: http://www.chartjs.org/docs/latest/getting-started/.  It looks like you might be missing a script?","2018-01-01 00:20:43","","3661630"
"83064259","48044715","0","What performance did you get in `ns/op`? Can you show the _entire_ method? For the past several versions the JDK uses intrinsics for `Math.sin` and `Math.cos`, which boil down to an inlined fast path using `fsin` and `fcos` and a slower path depending on if the argument needs reduction and stuff like that. So your excerpt isn't enough to conclude that the `call %r10` line is actually being executed.","2018-01-01 00:20:45","","149138"
"83064260","48046385","0","Since I’m not sitting on the data set, I thought OP could do it.","2018-01-01 00:20:47","","7386332"
"83064261","48046407","0","React used to have an `react-addons-update` add-on, they deprecated it and started recommending this repo. (link https://reactjs.org/docs/update.html)","2018-01-01 00:20:56","","136258"
"83064264","48046410","0","yes @DelightedD0D","2018-01-01 00:21:42","","5225334"
"83064265","40366369","0","This fix confirmed! That killed my 2 months of VS up-time xD","2018-01-01 00:21:44","","1988508"
"83064268","48046418","0","how about using an empty method. Means that override parent class and let it empty? Is it violates liskov?","2018-01-01 00:22:01","user9159218",""
"83064269","48046267","0","When you are in the `mongo` shell and type `use shopping` and `show collections`, do you see the `products` collection? Could you post the Mongoose model code you're using? I couldn't find it in the repo tied to the YouTube vid.","2018-01-01 00:22:02","","7316502"
"83064270","48046408","0","Oh...I see now.... Well that was dumb of me. The :50,0, and :50,1 . the 0 and 1 were referring to the column of the data source. I see it now. Thanks. Now it clicks!

Thanks Jmh!","2018-01-01 00:22:03","","9116172"
"83064271","48046440","0","Do you have Microsoft visual studio build tools?","2018-01-01 00:22:09","","6388994"
"83064272","48046403","0","Please don't use `eval`. If at all possible, give preference to `JSON.parse`.","2018-01-01 00:22:34","","1661358"
"83064275","48046395","0","Kindly check my updated answer","2018-01-01 00:22:39","","7905437"
"83064280","48009845","0","Done: https://jira.spring.io/browse/DATAMONGO-1841","2018-01-01 00:23:11","","1097451"
"83064282","48046453","0","Yeah I have tried and it did not work, but as what @42 mentioned, it seems not a warning, but a general message for ""hints"" .","2018-01-01 00:23:34","","8018636"
"83064283","48046437","3","What does the new dependency of the base class do? If the base class requires a new dependency that suggests that it's going to have additional responsibility. IOW - what is it going to do that it couldn't do before without an extra dependency? Could it be that the new behavior doesn't belong in that class at all?","2018-01-01 00:23:40","","5101046"
"83064284","48043958","0","Does a smaller node terminal box popup ever? This would be the next step to provide us with errors, thats where they would appear.","2018-01-01 00:23:45","","9105626"
"83064285","48039164","0","Yes, if you rely on select event you will need additional check on submit.
I'm pretty sure all those problems will automatically solved using a tags input like I said..just give it a try (note bootstrap tagsinput already have typeahead support..but if you don't like it you can try http://sliptree.github.io/bootstrap-tokenfield/ ..or many others)","2018-01-01 00:23:46","","3671995"
"83064286","48046434","3","Same answer.  These questions all come back to whether the behavior of the child class is *sufficiently* like the parent class.","2018-01-01 00:23:59","","139985"
"83064288","48046350","0","tl;dr: for your current purposes you don't need them, and you will know when you do.","2018-01-01 00:24:09","","2564301"
"83064290","48046269","2","You probably want `.nextTimePreservingSmallerComponents`. If you use `previous`, you may get the wrong answer if the following day has no midnight, such as when DST ended in the Brazil/East time zone on 2017-10-15.","2018-01-01 00:24:23","","77567"
"83064292","48023433","2","@Salad - please DO NOT include answer into the question - feel free to post solution as an actual answer if you want to (I rolled back your edit that adds solution). Side note: this question is [discussed on meta](https://meta.stackoverflow.com/questions/361267/why-are-complete-question-deviation-making-answers-effectively-meaningless-is) which may bring additional attention to the post.","2018-01-01 00:24:44","","477420"
"83064293","48046418","1","I'd say no, it's just stupid. You should rethink your class design if you face such a case where you need to override a base class method having behavior already  to do nothing...","2018-01-01 00:24:48","","7023245"
"83064294","48046274","0","I actually expect the if statement to work when the isAvailable comes true","2018-01-01 00:24:57","","5305826"
"83064295","47971619","0","you rather means to save all in local files and read from files. To request locally you would need local web server - and it makes no sense if you can save/read files without local web server.","2018-01-01 00:25:23","","1832058"
"83064296","48046457","4","Your code has been compiled as position independent executable, probably due to a compiler default. You can try using the `-no-pie` switch.","2018-01-01 00:25:33","","547981"
"83064297","48046457","3","Different versions of the compiler, different distros (different default options) will generate different code. If you want it to be exact you would have to use the exact version they did with the same version of the distro.","2018-01-01 00:25:44","","3857942"
"83064299","36072143","0","http://en.cppreference.com/w/cpp/types/is_function > 'Possible Implementation' shows how ugly this could get. On the other hand, the qualifiers and subjects being qualified are orthogonal, and the corresponding `std::add_const` can automate what you're already doing manually. It might be worth it to future-proof us against C++23's 'Rule of 16777215'. :)","2018-01-01 00:26:13","","1043529"
"83064300","48046455","0","It's doable; you need to create two sub-queries that do the aggregations, and then join the results of those two sub-queries.  Each sub-query will have a different GROUP BY clause.","2018-01-01 00:26:29","","15168"
"83064301","48046448","0","you would like the loop to stop if user inputs invalid ?","2018-01-01 00:26:33","","3773246"
"83064303","47702739","0","Show us your code. What did you try? What specific values did your code reveal, and what values would you prefer to see instead? https://stackoverflow.com/help/mcve","2018-01-01 00:26:45","","8431111"
"83064304","48046222","2","This does not provide an answer to the question. Once you have sufficient [reputation](https://stackoverflow.com/help/whats-reputation) you will be able to [comment on any post](https://stackoverflow.com/help/privileges/comment); instead, [provide answers that don't require clarification from the asker](https://meta.stackexchange.com/questions/214173/why-do-i-need-50-reputation-to-comment-what-can-i-do-instead). - [From Review](/review/low-quality-posts/18394697)","2018-01-01 00:26:46","","7461381"
"83064305","48046466","0","But *feeding* with `no success` (meaning the dog starves despite being fed) is OK (IMHO)...","2018-01-01 00:27:09","","7023245"
"83064307","48046395","0","But setTimeout works with promise. Why didn't work the other one?","2018-01-01 00:27:17","","5305826"
"83064309","48045693","0","I know it sounds silly but have you tried wrapping your views with another View that has no style associated with it?","2018-01-01 00:27:23","","9105626"
"83064315","48046464","3","What you want is a ""tween"" or ""easing function"".","2018-01-01 00:27:55","","82294"
"83064316","48046196","0","When u hit the button it'll only submit the form associated. The whole page will change though. On the other hand, If you want a behavior where you submit, get data back and only update certain HTML elements without a page refresh...that will be an Ajax call","2018-01-01 00:28:02","","9086466"
"83064318","11748247","0","[%lu is not a correct way to print `size_t`](https://stackoverflow.com/q/940087/995714). Use `%zu` instead","2018-01-01 00:28:21","","995714"
"83064319","48046395","0","Have you checked my answer? `setTimeout` is working.","2018-01-01 00:28:21","","7905437"
"83064321","48046400","0","Images just arent showing -- I am getting empty rectangles where they are supposed to be.  I am trying to figure out if I have a wrong path somewhere","2018-01-01 00:28:52","","2446326"
"83064326","48046274","0","That's not how it works I'm afraid. Your async function will run immediately and still see that isAvailable is false.","2018-01-01 00:29:23","","423491"
"83064327","48046362","0","`suppressMessages()` maybe?","2018-01-01 00:29:30","","7362046"
"83064328","48043051","0","@GillesGouaillardet Thanks Gilles for your comments : could you take a look at my **UPDATE 1** where I put more informations about contiguous `x0`2D array used in both versions ? regards","2018-01-01 00:29:40","","1773603"
"83064329","48046113","0","@Bergi  Take a look at it.  Like some of the answers, you seem to misunderstand what is produced by `Array(10)`.  (Or perhaps I misunderstand your answer.)","2018-01-01 00:29:46","","2913864"
"83064330","48046448","0","@HuyVo I want it to print ""Invalid"" and repeat the input  if it's invalid, and if it is valid it just continues","2018-01-01 00:29:48","","9140248"
"83064331","48046368","0","@Jean-FrançoisFabre Mine disagrees, defaultdict+Counter taking almost twice as long as the OP's (fixed) way: https://ideone.com/DvufOu","2018-01-01 00:29:51","","1672429"
"83064332","48046428","0","Removing my accepted answer.","2018-01-01 00:29:54","","5225334"
"83064333","48046428","0","The problem wiht this is that tools inside the function escape is undefined.","2018-01-01 00:30:07","","5225334"
"83064334","48046400","0","Have you console.log'ed exactly where you are using this.props.productImageUrl? (like one line above) And you are for sure it's not an async issue where the component is rendering first before the image data is ready?","2018-01-01 00:30:15","","9105626"
"83064335","48046484","1","try this: https://docs.oracle.com/javase/7/docs/technotes/guides/io/fsp/zipfilesystemprovider.html","2018-01-01 00:30:22","","7023245"
"83064336","48046428","0","I need to have access to the tools object inside this function.","2018-01-01 00:30:43","","5225334"
"83064337","48045895","2","Why downvoting him ? Maybe just explain and help him ...you are running R community","2018-01-01 00:30:46","","3530895"
"83064338","48045769","1","`while` loop in PyGame (or any GUI) is not good idea. It stops other important elements in program - so program may freeze.. Besides if you don't get events from system then it may not update data which you get with `get_pressed()`","2018-01-01 00:30:49","","1832058"
"83064339","48046482","0","@asosnovsky Here is another sequelize question for you ;-)","2018-01-01 00:30:52","","3483197"
"83064341","47726482","0","@AluanHaddad, I implemented your changes and got a slightly different parse error.  The full source code is available here: https://github.com/TheMagnificent11/LunchVoting/tree/feature/6_ExtendedInputBug","2018-01-01 00:30:59","","2663033"
"83064343","48030230","0","Using the font PANOSE information would be an excellent way to determine if the font is the one that you require. Unfortunately, I heard is not always added to the fonts, and when added that the info is not always correct. Besides, I'm not sure how could you extract the PANOSE info from the font... :P","2018-01-01 00:31:10","","7083351"
"83064344","48045998","0","position() returns the position of the context item in the sequence of nodes currently being processed. In your case this sequence is `parent::node()`, which only contains one node, so position() is always 1.","2018-01-01 00:31:36","","415448"
"83064347","48046408","0","Not dumb.  I had to think about it when I was learning python.","2018-01-01 00:33:08","","3902974"
"83064349","48046428","1","@simon fixed: anyway you have tools defined in parent scope so you dont need to pass it as argument","2018-01-01 00:33:17","","4209136"
"83064351","48046239","0","I see it's been marked duplicate and I've read through the other post which helps a lot, but it does not get me an answer for my case.  I feel like I understand conceptually, but I can't seem to get the implementation right.  Not sure if protocol is to figure out it out or if more precise pointers can be given.","2018-01-01 00:33:26","","1991118"
"83064352","48046434","1","@StephenC is correct.  If the definition (contract) of the method allows it to be empty, then an empty method will not violate the principle.  The principle is about using a subclass as its base class, so if you pass an instance of the subclass to a method that uses the base class, and the overridden method is called therein, it should behave as the caller expects.","2018-01-01 00:33:53","","206543"
"83064354","48044715","0","@Ped7g Rewriting in C++ would get the assembly (performance) I expected, but my constraint is to use pure Java.","2018-01-01 00:34:02","","2016455"
"83064356","48046400","0","the problem is that I am a newbie and dont know what I am doing :).   I am working on simple sample project -- no async anything there.  Its a pure lack of ""how to"" -- like specifying the wrong path or something equivalent","2018-01-01 00:34:08","","2446326"
"83064357","48046423","0","@Cleiton hey cleiton, im accessing it like this : this.props.match.params, and i keep getting null","2018-01-01 00:34:16","","6568911"
"83064358","48046399","0","1)  the query in DB Browser for SQLite returns data. 2) unsure as to whether the conversion is completely correct. not sure how to check to verify 3) I do have a Change Notification, as I have the same OC further into the switch statement that are manually filled and update correctly: 
FeaturesChangerSource = new ObservableCollection<string>
  {""nose1.png"", ""nose2.png"", ""nose3.png"", ""nose4.png"",""nose5.png"",""nose6.png"" };","2018-01-01 00:34:19","","9159420"
"83064359","45470994","0","Have you tried setting both recipient and sender to nil?","2018-01-01 00:34:32","","3527940"
"83064360","48046385","0","@StefanPochmann It will likely be much faster.  Context switching (calling `create_edge`) is pretty expensive.","2018-01-01 00:34:37","","6779307"
"83064361","48037396","0","[forkJoin](https://www.learnrxjs.io/operators/combination/forkjoin.html) does not work because forkJoin only emits after all the source observables `complete`. The source do not complete, they are just emitting values on keyup","2018-01-01 00:34:38","","7176268"
